show_title,language,genres,summary
Madoff,English,"('Drama',)","<p><b>Madoff</b> is inspired by the book ""The Madoff Chronicles,"" written by ABC News Chief Investigative Correspondent Brian Ross. In addition to documenting the life of the investment adviser who cost his clients billions of dollars and is currently serving a 150-year prison sentence, the miniseries will examine how his crimes affected those in his inner circle.</p>"
NASCAR: Full Speed,English,"('Sports',)","<p>Fueled by passion and NASCAR Cup glory, drivers and their teams compete for the championship and the chance to make history in this sports docuseries.</p>"
My Wife and Kids,English,"('Comedy', 'Family')","<p>Michael Kyle longs for a traditional life, but his day-trader wife Janet, gangsta rap-worshipping son Michael Jr., and brooding daughters Claire and Kady make his dream just that ... a dream.</p>"
Phantom Pups,English,"('Comedy', 'Children', 'Supernatural')","<p>A young boy and his family move into a haunted home, where he meets three adorable ghost pups and tries to help them turn back into real dogs.</p>"
Mech Cadets,English,"('Action', 'Adventure')","<p>Fifty years in the future, after a terrifying alien species attacked our planet, teenager Stanford Yu works as a janitor at the Sky Corps Military Academy. But he's only dreamed of one thing his entire life — to pilot a Robo Mech, giant robots from outer-space who came to our aid. When he finally gets his shot, Stanford and his classmates must put aside all personal differences and work together as a team in order to defend humanity against a new invasion of aliens.</p>"
The Expanding Universe of Ashley Garcia,English,"('Comedy', 'Family')","<p>When Ashley Garcia — the world's only 15-and-a-half-year-old robotics engineer and rocket scientist — gets the chance to work for NASA, she moves across the country to live with her fun-loving Uncle Victor, a pro football player turned high school coach who's never met a responsibility he can't shirk.</p>"
Vatican Girl: The Disappearance of Emanuela Orlandi,English,"('Crime', 'Mystery')","<p>Rome, 1983. After leaving a music lesson, 15-year-old Emanuela Orlandi vanishes — embroiling the Vatican in a decades-long mystery.</p>"
Detroiters,English,"('Comedy',)","<p>Best friends and fledgling ad men Sam and Tim may not have the money, connections or talent that the big corporations do, but they have more than enough ambition to build a local advertising empire. Whatever they do, they do it together. And no matter what, Tim and Sam's love for each other and their city never wavers.</p>"
Inside the Program,English,(),<p>ESPN and host David Pollack (@davidpollack47) are currently filming and airing <b>Inside the Program</b> video features with some of the top college programs across the country.</p>
Earthstorm,English,"('Nature',)","<p>Storm chasers, survivors and first responders recount their harrowing experiences with volcanoes, tornadoes, hurricanes and earthquakes.</p>"
Team Kaylie,English,"('Comedy', 'Family')","<p><b>Team Kaylie</b> follows Kaylie Konrad, a rich, nineteen-year-old selfie obsessed celebrity who receives a community service court order to lead the wilderness club at an inner city middle school. When she is forced outside of her comfort zone in every possible way, she proves to her followers, the kids, and herself that she is more than just the pretty face her domineering mom-ager has always prized.</p>"
Secret World of Sound with David Attenborough,English,(),"<p>David Attenborough explores the extraordinary ways that animals hear and produce sound, and the crucial role sound plays in the lives of animals around the globe - from birth to surviving adulthood and finding a mate. Using cutting-edge recording technology and 360-degree Dolby Atmos soundscapes, this immersive, ground-breaking series places sound centre stage for the first time.</p><p>We witness how baby caiman communicate with each other from within the egg, how lions and hyaenas battle in the dark using sound, how a strange fish baffled local residents with its eerie hum, and how some birds have mastered the art of mimicry to remarkable effect. Packed with wonder, insight and new scientific discoveries, <b>Secret World of Sound with David Attenborough</b> will transport viewers into an unforgettable experience.</p>"
Hello Ninja,English,"('Adventure', 'Children')","<p>BFFs Wesley and Georgie and their silly cat sidekick Pretzel transform into ninjas and enter a magic world, where they solve problems and save the day.</p>"
Project Mc²,English,"('Comedy', 'Children')",<p><b>Project Mc² </b>is about teenage spy McKeyla who teams up with three other super-smart girls to become secret agents and they use their science and tech skills to save the day.</p>
All Wrong,English,"('Comedy',)","<p>Carlos finds himself unemployed, broke, and in debt. When he finally manages to bring home a woman for a one-night stand, everything gets even worse.</p>"
The Jeff Dunham Show,English,"('Comedy',)","<p><i><b>""The Jeff Dunham Show""</b></i> is a new half-hour comedy-reality show from Levity Entertainment starring ventriloquist-comedian Jeff Dunham.</p>"
StarBeam,English,"('Children',)","<p>When colorful villains come out to play, 8-year-old Zoey has the power to transform into <b>StarBeam</b>, a kid-sized superhero. She saves the day, every day!</p>"
Arrow,English,"('Drama', 'Action', 'Science-Fiction')","<p>After a violent shipwreck, billionaire playboy Oliver Queen was missing and presumed dead for five years before being discovered alive on a remote island in the Pacific. He returned home to Starling City, welcomed by his devoted mother Moira, beloved sister Thea and former flame Laurel Lance. With the aid of his trusted chauffeur/bodyguard John Diggle, the computer-hacking skills of Felicity Smoak and the occasional, reluctant assistance of former police detective, now beat cop, Quentin Lance, Oliver has been waging a one-man war on crime.</p>"
Heartland,English,"('Drama', 'Family')","<p>Life is hard on the Flemings' ranch in the Alberta foothills where abused or neglected horses find refuge with a kind, hard-working family. Debts abound and the bank is about to foreclose. Can they keep the ranch running?</p>"
Monk,English,"('Drama', 'Crime', 'Mystery')","<p>An ex-cop suffering from obsessive-compulsive disorder solves crimes with various (and usually exasperated) sidekicks. The 'defective detective' may have an abundance of phobias (heights, crowds, and even milk), but also razor-sharp deductive skills, which he uses to help the San Francisco police with especially baffling cases.</p>"
The Society,English,"('Drama', 'Science-Fiction', 'Mystery')","<p><b>The Society</b> follows a group of teenagers who are mysteriously transported to a facsimile of their wealthy New England town, left without any trace of their parents. As they struggle to figure out what has happened to them and how to get home, they must establish order and form alliances if they want to survive. The series is a modern take on Lord of the Flies.</p>"
Black Lightning,English,"('Drama', 'Crime', 'Science-Fiction')","<p><b>Black Lightning</b> centers on Jefferson Pierce. He made his choice: he hung up the suit and his secret identity years ago, but with a daughter hell-bent on justice and a star student being recruited by a local gang, he'll be pulled back into the fight as the wanted vigilante and DC legend Black Lightning.</p>"
The Big Nailed It Baking Challenge,English,"('Food',)",<p>Nicole and Jacques have eaten a lot of bad cake — and now they're teaching terrible bakers the errors of their ways. Will one of them finally nail it?</p>
